0,0.62
0.05,0.76
0.1,0.7
0.15,0.58
0.2,0.4
0.25,0.32
0.3,0.2
0.35,0.12
0.4,-0.04
0.45,-0.1
0.5,-0.06
0.55,0.04
0.6,0.14
0.65,0.2
0.7,0.2
0.75,0.28
0.8,0.28
0.85,0.1
0.9,0.14
0.95,0.24
1,0.22
1.05,0.02
1.1,-0.06
1.15,-0.04
1.2,-0.02
1.25,0.14
1.3,0.2
1.35,0.32
1.4,0.58
1.45,0.62
1.5,0.46
1.55,0.4
1.6,0.4
1.65,0.44
1.7,0.46
1.75,0.32
1.8,0.32
1.85,0.62
1.9,0.96
1.95,1.12
2,0.92
2.05,0.68
2.1,0.46
2.15,0.44
2.2,0.54
2.25,0.6
2.3,0.6
2.35,0.52
2.4,0.36
2.45,0.3
2.5,0.22
2.55,0.26
2.6,0.5
2.65,0.5
2.7,0.58
2.75,0.54
2.8,0.38
2.85,0.5
2.9,0.42
2.95,0.26
3,0.24
3.05,0.26
3.1,0.24
3.15,0.26
3.2,0.16
3.25,0.14
3.3,0.12
3.35,0
3.4,0.2
3.45,0.5
3.5,0.5
3.55,0.54
3.6,0.4
3.65,0.02
3.7,-0.06
3.75,0
3.8,0.04
3.85,0.22
3.9,0.32
3.95,0.24
4,0.38
4.05,0.5
4.1,0.5
4.15,0.62
4.2,0.68
4.25,0.62
4.3,0.88
4.35,0.92
4.4,0.72
4.45,0.56
4.5,0.62
4.55,0.64
4.6,0.32
4.65,0.32
4.7,0.3
4.75,-0.04
4.8,-0.02
4.85,0.22
4.9,0.44
4.95,0.54
5,0.44
5.05,0.16
5.1,0.26
5.15,0.58
5.2,0.62
5.25,0.5
5.3,0.54
5.35,0.64
5.4,0.66
5.45,0.56
5.5,0.62
5.55,0.88
5.6,0.96
5.65,0.9
5.7,0.86
5.75,0.56
5.8,0.32
5.85,0.5
5.9,0.38
5.95,0.16
6,0.22
6.05,0.4
6.1,0.24
6.15,0
6.2,0.16
6.25,0.4
6.3,0.36
6.35,0.3
6.4,0.38
6.45,0.46
6.5,0.24
6.55,0.12
6.6,0.38
6.65,0.54
6.7,0.56
6.75,0.5
6.8,0.5
6.85,0.46
6.9,0.36
6.95,0.3
7,0.34
7.05,0.52
7.1,0.62
7.15,0.5
7.2,0.54
7.25,0.52
7.3,0.36
7.35,0.26
7.4,0.32
7.45,0.46
7.5,0.36
7.55,0.26
7.6,0.32
7.65,0.54
7.7,0.44
7.75,0.28
7.8,0.44
7.85,0.34
7.9,0.18
7.95,0.42
8,0.48
8.05,0.38
8.1,0.5
8.15,0.46
8.2,0.36
8.25,0.18
8.3,0.04
8.35,0.06
8.4,-0.04
8.45,0.06
8.5,0.38
8.55,0.58
8.6,0.66
8.65,0.52
8.7,0.24
8.75,-0.04
8.8,0.02
8.85,0.12
8.9,0.04
8.95,0.14
9,0.12
9.05,-0.04
9.1,-0.06
9.15,0
9.2,-0.08
9.25,-0.2
9.3,-0.2
9.35,-0.16
9.4,-0.14
9.45,-0.12
9.5,0
9.55,0.04
9.6,0.18
9.65,0.42
9.7,0.44
9.75,0.12
9.8,-0.04
9.85,-0.14
9.9,-0.2
9.95,0.2
10,0.76
10.05,0.98
10.1,1.32
10.15,1.2
10.2,1.16
10.25,1.02
10.3,1.06
10.35,1.1
10.4,0.8
10.45,0.48
10.5,-0.08
10.55,-0.2
10.6,-0.24
10.65,-0.26
10.7,-0.16
10.75,-0.14
10.8,-0.16
10.85,-0.22
10.9,-0.96
10.95,-4.2
11,-8.4
11.05,-8.22
11.1,-6.88
11.15,-10.46
11.2,-17
11.25,-18.86
11.3,-18.280001
11.35,-18.700001
11.4,-19.120001
11.45,-24.22
